,race,sex,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,sensitive
516,African-American,Female,1,0,0,0,0,1,0,AF
517,Minority,Male,1,0,0,0,0,0,0,MM
518,African-American,Male,2,0,0,0,0,1,1,AM
519,African-American,Male,1,0,0,0,0,1,1,AM
520,Caucasian,Male,0,0,0,0,0,1,0,CM
521,Caucasian,Male,2,0,0,0,0,1,1,CM
522,African-American,Male,2,0,0,0,0,0,1,AM
523,African-American,Male,2,0,0,0,0,0,0,AM
524,African-American,Male,0,0,0,0,0,1,1,AM
525,Caucasian,Male,1,0,0,0,0,1,1,CM
526,Caucasian,Male,0,0,0,0,0,1,0,CM
527,Caucasian,Male,0,0,0,0,0,0,0,CM
528,Caucasian,Male,1,0,1,1,0,1,0,CM
529,African-American,Male,1,0,1,0,0,0,1,AM
530,African-American,Male,1,0,0,0,0,1,0,AM
531,African-American,Male,1,0,1,0,0,1,1,AM
532,Caucasian,Male,1,0,0,0,0,1,1,CM
533,Caucasian,Male,0,0,0,0,0,1,1,CM
534,Minority,Male,1,0,0,0,0,1,0,MM
535,Caucasian,Male,1,0,0,0,0,1,0,CM
536,Hispanic,Male,1,1,1,0,1,1,0,HM
537,African-American,Male,1,0,0,0,0,1,0,AM
538,African-American,Male,1,0,0,0,1,1,1,AM
539,Caucasian,Male,0,0,0,1,0,0,1,CM
540,Caucasian,Male,0,1,0,1,0,1,1,CM
541,Hispanic,Male,0,0,0,0,0,1,1,HM
542,Caucasian,Male,2,0,0,0,0,0,0,CM
543,African-American,Male,1,0,0,0,0,1,1,AM
544,Hispanic,Male,1,0,0,0,0,0,1,HM
545,Caucasian,Male,2,0,0,0,0,1,1,CM
546,African-American,Male,1,0,0,0,0,0,0,AM
547,African-American,Male,1,0,0,0,0,1,0,AM
548,Caucasian,Male,0,0,0,0,0,1,0,CM
549,Hispanic,Female,2,0,0,0,0,1,0,HF
550,African-American,Male,1,0,0,0,0,1,0,AM
551,African-American,Male,2,0,0,0,0,1,0,AM
552,African-American,Male,1,0,0,1,0,1,0,AM
553,Minority,Female,2,0,0,0,0,1,0,MF
554,African-American,Male,1,0,0,0,0,1,1,AM
555,African-American,Male,0,0,1,0,0,1,1,AM
556,Caucasian,Male,2,0,0,0,0,0,0,CM
557,African-American,Male,0,0,1,0,0,1,1,AM
558,African-American,Male,2,0,0,0,0,0,0,AM
559,African-American,Male,1,0,0,0,0,1,0,AM
560,Caucasian,Male,1,0,0,0,0,1,0,CM
561,African-American,Male,1,1,0,1,1,1,1,AM
562,African-American,Female,1,0,0,0,0,0,0,AF
563,African-American,Male,0,0,0,0,0,1,0,AM
564,Caucasian,Male,1,0,0,0,0,1,1,CM
565,Caucasian,Male,1,0,0,0,0,1,0,CM
566,Hispanic,Male,0,0,0,0,0,1,0,HM
567,African-American,Male,1,0,0,0,0,0,1,AM
568,Caucasian,Male,1,0,0,0,1,0,0,CM
569,African-American,Female,1,0,0,0,0,1,1,AF
570,Caucasian,Male,1,0,0,0,0,0,0,CM
571,African-American,Male,1,0,0,0,1,1,0,AM
572,Hispanic,Male,1,0,0,0,0,1,0,HM
573,African-American,Female,1,0,0,0,0,0,0,AF
574,Caucasian,Male,0,0,0,0,0,1,0,CM
575,Hispanic,Male,2,0,0,0,0,1,0,HM
576,Caucasian,Female,2,0,0,0,0,0,1,CF
577,Caucasian,Male,2,0,0,0,0,1,1,CM
578,Caucasian,Male,1,0,0,0,0,1,1,CM
579,Caucasian,Male,2,0,0,0,0,0,1,CM
580,Caucasian,Female,2,0,0,0,0,0,0,CF
581,African-American,Male,1,0,0,1,0,1,1,AM
582,Caucasian,Female,0,0,0,0,0,0,0,CF
583,Caucasian,Male,0,0,0,0,0,0,0,CM
584,Minority,Male,1,0,0,0,0,0,1,MM
585,African-American,Male,0,1,0,0,0,1,1,AM
586,Hispanic,Male,1,0,0,0,0,0,0,HM
587,Minority,Male,1,0,0,0,0,1,0,MM
588,African-American,Male,0,1,0,0,0,1,1,AM
589,African-American,Male,1,0,0,0,0,1,0,AM
590,African-American,Male,1,0,0,0,0,0,0,AM
591,Caucasian,Female,0,0,0,0,0,1,0,CF
592,African-American,Male,1,0,0,0,0,0,0,AM
593,Hispanic,Male,0,0,0,0,0,0,1,HM
594,Hispanic,Male,1,0,0,0,0,1,0,HM
595,Caucasian,Female,0,0,0,1,0,1,0,CF
596,African-American,Male,0,1,0,0,0,1,0,AM
597,African-American,Male,1,0,0,0,0,0,1,AM
598,African-American,Male,1,0,0,0,0,0,1,AM
599,African-American,Male,2,0,0,0,1,1,1,AM
600,African-American,Male,1,0,0,0,0,1,0,AM
601,African-American,Male,0,0,0,0,1,1,1,AM
602,African-American,Female,1,0,0,0,0,1,0,AF
603,Hispanic,Male,1,0,0,0,0,0,1,HM
604,African-American,Male,1,0,0,0,0,0,0,AM
605,Caucasian,Male,1,0,0,0,0,1,1,CM
606,African-American,Male,1,0,0,0,0,0,0,AM
607,Caucasian,Female,2,0,0,0,0,0,0,CF
608,Caucasian,Male,1,0,0,0,0,0,0,CM
609,African-American,Male,1,0,0,0,0,0,1,AM
610,Caucasian,Male,1,0,0,0,0,1,0,CM
611,African-American,Male,0,0,0,1,0,1,1,AM
612,Hispanic,Male,1,0,0,0,0,0,0,HM
613,African-American,Male,1,0,0,0,0,1,1,AM
614,Caucasian,Male,2,0,0,0,0,0,0,CM
615,Hispanic,Male,1,0,0,0,0,1,1,HM
616,Caucasian,Male,1,0,0,0,0,0,1,CM
617,African-American,Male,1,0,0,0,0,1,0,AM
618,African-American,Male,1,0,0,0,0,0,0,AM
619,African-American,Male,2,0,0,0,0,0,1,AM
620,Caucasian,Female,0,0,0,0,0,1,0,CF
621,African-American,Female,0,0,0,0,0,0,0,AF
622,Caucasian,Female,0,0,0,0,0,1,1,CF
623,African-American,Male,1,0,0,0,0,0,0,AM
624,African-American,Male,1,0,0,0,0,0,0,AM
625,African-American,Male,2,0,0,0,1,1,1,AM
626,African-American,Male,0,0,0,0,0,1,1,AM
627,Hispanic,Male,1,0,0,0,0,0,0,HM
628,African-American,Male,0,0,1,1,0,1,1,AM
629,Caucasian,Male,1,0,0,0,0,1,1,CM
630,Caucasian,Male,1,0,0,0,0,0,0,CM
631,Caucasian,Male,1,0,0,0,0,1,0,CM
632,Caucasian,Male,0,0,1,0,0,1,1,CM
633,African-American,Male,1,0,0,0,0,1,0,AM
634,African-American,Male,1,0,1,1,1,1,1,AM
635,Caucasian,Female,1,0,0,0,0,1,1,CF
636,Minority,Male,0,0,0,0,0,1,0,MM
637,African-American,Female,2,0,0,0,0,1,1,AF
638,Caucasian,Female,2,0,0,0,0,0,1,CF
639,African-American,Male,0,0,0,1,0,1,0,AM
640,African-American,Female,0,0,0,0,0,1,0,AF
641,African-American,Male,1,0,0,0,0,1,0,AM
642,Caucasian,Male,0,0,0,0,0,1,1,CM
643,Caucasian,Male,0,0,0,0,0,1,1,CM
644,Caucasian,Male,1,0,0,0,0,1,1,CM
645,African-American,Male,1,0,0,0,0,1,1,AM
646,African-American,Female,1,0,0,0,0,1,0,AF
647,Caucasian,Female,2,0,0,0,0,1,0,CF
648,African-American,Male,0,0,0,0,0,1,0,AM
649,Caucasian,Male,1,0,0,0,0,1,1,CM
650,African-American,Male,1,0,0,0,0,1,1,AM
651,African-American,Male,0,0,0,0,0,1,1,AM
652,African-American,Female,1,0,0,0,0,1,1,AF
653,African-American,Male,1,0,0,0,1,1,1,AM
654,Caucasian,Male,1,0,0,0,0,1,1,CM
655,African-American,Male,1,0,0,0,2,1,1,AM
656,African-American,Male,2,0,0,0,1,1,0,AM
657,African-American,Male,0,0,1,0,0,1,0,AM
658,African-American,Male,1,0,0,1,0,0,1,AM
659,Hispanic,Male,0,0,0,0,0,0,1,HM
660,African-American,Male,2,0,0,0,0,0,1,AM
661,African-American,Male,1,0,0,0,0,0,0,AM
662,African-American,Female,1,0,0,0,0,1,0,AF
663,Caucasian,Male,2,0,0,0,0,0,0,CM
664,Hispanic,Male,2,0,0,0,0,1,0,HM
665,African-American,Male,0,0,0,0,0,1,0,AM
666,African-American,Male,1,0,0,0,1,1,0,AM
667,Minority,Male,1,0,0,0,0,0,1,MM
668,Caucasian,Male,1,0,0,0,0,1,0,CM
669,African-American,Male,1,0,0,0,0,0,0,AM
670,Minority,Male,2,0,0,0,0,1,0,MM
671,African-American,Female,1,0,0,0,0,0,0,AF
672,Caucasian,Female,2,0,0,0,0,1,0,CF
673,African-American,Male,1,0,0,0,0,0,0,AM
674,African-American,Male,1,0,0,0,0,0,1,AM
675,African-American,Male,2,0,0,0,1,1,1,AM
676,African-American,Male,0,0,0,1,0,1,0,AM
677,Caucasian,Female,1,0,0,0,0,0,0,CF
678,Caucasian,Female,1,0,0,1,1,1,1,CF
679,Hispanic,Male,1,0,0,0,0,1,1,HM
680,African-American,Male,0,0,0,1,0,0,1,AM
681,African-American,Male,1,0,0,0,0,1,0,AM
682,Minority,Male,0,0,0,1,0,1,1,MM
683,Caucasian,Male,2,0,0,0,0,1,1,CM
684,African-American,Male,1,0,0,0,1,1,1,AM
685,African-American,Female,1,0,0,0,0,1,0,AF
686,African-American,Male,1,0,0,0,0,1,0,AM
687,African-American,Male,1,0,1,0,0,0,0,AM
688,African-American,Male,1,0,0,0,0,0,0,AM
689,African-American,Male,1,0,0,0,1,1,1,AM
690,Caucasian,Male,2,0,0,0,0,1,0,CM
691,African-American,Male,1,0,0,0,0,0,1,AM
692,African-American,Male,0,1,0,0,0,1,0,AM
693,African-American,Male,1,0,0,0,0,1,1,AM
694,Caucasian,Male,2,0,0,0,0,1,1,CM
695,African-American,Male,2,0,0,0,1,1,1,AM
696,African-American,Male,1,0,0,0,0,0,0,AM
697,African-American,Male,0,0,0,0,0,0,0,AM
698,African-American,Male,1,0,0,0,0,1,0,AM
699,African-American,Male,2,0,0,0,0,1,0,AM
700,African-American,Male,1,0,0,0,0,1,0,AM
701,African-American,Male,1,0,0,0,0,0,1,AM
702,African-American,Male,1,0,1,0,0,1,1,AM
703,Caucasian,Male,1,0,0,0,0,1,0,CM
704,Caucasian,Female,2,0,0,0,0,1,1,CF
705,Caucasian,Male,2,0,0,0,0,1,0,CM
706,African-American,Male,1,0,1,0,0,1,0,AM
707,African-American,Male,1,0,0,0,0,1,0,AM
708,Hispanic,Male,0,0,0,0,0,0,0,HM
709,Caucasian,Female,2,0,0,0,0,1,0,CF
710,African-American,Male,0,0,0,0,0,1,1,AM
711,African-American,Male,1,0,0,0,0,1,1,AM
712,African-American,Male,1,0,0,1,0,0,0,AM
713,African-American,Male,2,0,0,0,1,1,1,AM
714,African-American,Male,2,0,0,0,0,0,0,AM
715,African-American,Male,0,0,0,0,0,1,0,AM
716,Caucasian,Male,1,0,0,0,0,1,1,CM
717,Caucasian,Male,2,0,0,0,0,1,0,CM
718,Caucasian,Male,1,0,0,0,0,0,1,CM
719,Hispanic,Male,0,0,0,0,0,1,0,HM
720,Caucasian,Male,0,0,0,0,0,0,0,CM
721,Caucasian,Male,1,0,0,0,0,1,1,CM
722,Caucasian,Male,2,0,0,0,0,0,0,CM
723,Caucasian,Male,1,0,0,0,0,0,0,CM
724,Caucasian,Male,0,0,0,0,0,1,0,CM
725,Hispanic,Female,1,0,0,0,0,1,0,HF
726,African-American,Male,0,0,0,0,0,1,0,AM
727,Caucasian,Male,1,0,0,0,1,1,1,CM
728,Caucasian,Male,1,0,0,0,0,1,0,CM
729,Caucasian,Male,0,0,1,1,0,1,1,CM
730,African-American,Male,2,0,0,0,0,1,1,AM
731,African-American,Female,1,0,0,0,0,1,1,AF
732,African-American,Male,2,0,0,0,0,1,0,AM
733,Caucasian,Female,2,0,0,0,0,1,0,CF
734,African-American,Male,0,0,0,1,0,1,1,AM
735,African-American,Male,0,0,0,0,0,1,0,AM
736,African-American,Male,1,0,0,0,0,1,0,AM
737,African-American,Male,0,0,0,0,0,1,0,AM
738,African-American,Male,2,0,0,0,1,1,0,AM
739,African-American,Male,1,0,1,0,0,1,1,AM
740,African-American,Male,0,0,0,0,0,1,0,AM
741,Caucasian,Female,0,0,0,0,0,0,0,CF
742,Minority,Male,1,0,0,0,0,1,0,MM
743,Caucasian,Male,1,0,0,0,2,1,1,CM
744,African-American,Male,0,0,0,0,0,1,1,AM
745,Caucasian,Female,2,0,0,0,0,1,0,CF
746,Caucasian,Male,0,0,0,0,0,1,0,CM
747,African-American,Male,1,0,1,1,0,0,1,AM
748,African-American,Female,1,0,0,0,0,0,0,AF
749,African-American,Male,2,0,0,0,0,1,0,AM
750,African-American,Male,1,0,1,0,0,0,0,AM
751,African-American,Female,1,0,0,0,0,1,0,AF
752,African-American,Male,0,0,0,1,0,1,1,AM
753,African-American,Female,1,0,0,0,0,1,0,AF
754,African-American,Male,0,0,0,0,0,1,1,AM
755,African-American,Male,1,0,0,0,0,1,1,AM
756,Hispanic,Male,1,0,0,0,0,1,0,HM
757,African-American,Female,2,0,0,0,1,1,1,AF
758,Minority,Male,0,0,0,0,0,1,1,MM
759,Minority,Female,0,0,0,0,0,0,0,MF
760,Caucasian,Female,0,0,0,0,0,1,1,CF
761,African-American,Female,0,0,0,0,0,1,0,AF
762,Minority,Male,1,0,0,0,0,0,0,MM
763,Caucasian,Male,2,0,0,0,1,1,1,CM
764,African-American,Female,2,0,0,0,0,1,0,AF
765,African-American,Female,0,0,0,0,0,1,0,AF
766,African-American,Male,1,0,0,1,0,1,1,AM
767,African-American,Male,1,0,0,0,0,1,0,AM
768,Minority,Male,0,0,0,0,0,0,0,MM
769,African-American,Male,1,0,0,0,0,1,1,AM
770,African-American,Male,1,0,0,0,0,0,0,AM
771,African-American,Male,1,0,0,0,0,0,0,AM
772,Minority,Male,1,0,0,0,0,1,1,MM
773,Hispanic,Male,1,0,0,0,0,1,0,HM
774,African-American,Male,1,0,0,0,0,0,0,AM
775,African-American,Male,1,0,0,0,0,1,1,AM
776,Caucasian,Male,1,0,0,0,0,0,0,CM
777,Caucasian,Male,2,0,0,0,0,0,0,CM
778,African-American,Male,1,0,0,0,0,1,0,AM
779,African-American,Female,1,0,0,0,0,1,0,AF
780,Caucasian,Male,0,0,0,0,0,0,1,CM
781,Caucasian,Male,0,0,1,1,0,1,1,CM
782,Caucasian,Male,0,0,0,0,0,1,1,CM
783,African-American,Male,2,0,0,0,1,1,0,AM
784,Caucasian,Male,2,0,0,0,0,1,0,CM
785,Minority,Male,1,0,0,0,0,1,0,MM
786,African-American,Female,1,0,0,0,0,1,0,AF
787,Caucasian,Male,1,0,0,0,0,0,0,CM
788,African-American,Male,0,0,1,0,0,1,1,AM
789,Caucasian,Male,1,0,0,0,0,0,0,CM
790,African-American,Male,0,0,0,0,0,1,1,AM
791,African-American,Male,1,0,0,1,2,1,1,AM
792,Minority,Female,0,0,0,0,0,0,0,MF
793,African-American,Male,2,0,0,0,0,0,0,AM
794,Minority,Male,1,0,0,0,0,1,0,MM
795,Caucasian,Male,1,0,0,0,0,1,1,CM
796,Caucasian,Male,2,0,0,0,0,0,0,CM
797,Caucasian,Male,0,0,0,1,0,1,0,CM
798,African-American,Female,0,0,0,0,0,0,1,AF
799,African-American,Female,1,0,0,0,0,0,0,AF
800,Hispanic,Male,2,0,0,0,0,0,0,HM
801,Caucasian,Male,1,0,0,0,0,1,0,CM
802,African-American,Male,1,0,0,0,0,1,1,AM
803,African-American,Female,1,0,0,0,0,0,0,AF
804,African-American,Male,1,0,0,0,0,1,0,AM
805,Minority,Male,1,0,0,0,0,0,0,MM
806,African-American,Male,1,0,0,0,1,1,1,AM
807,Caucasian,Female,0,1,1,0,0,0,1,CF
808,African-American,Male,0,0,0,0,0,1,1,AM
809,Hispanic,Male,1,0,0,0,1,1,0,HM
810,Caucasian,Female,1,0,0,0,0,1,0,CF
811,African-American,Male,1,0,0,0,0,1,0,AM
812,African-American,Male,0,0,0,1,0,1,0,AM
813,Caucasian,Male,1,0,0,0,0,0,0,CM
814,Caucasian,Male,1,0,0,0,0,1,0,CM
815,African-American,Male,2,0,0,0,0,0,0,AM
816,African-American,Male,1,0,0,0,1,1,1,AM
817,African-American,Male,1,0,0,0,0,0,0,AM
818,Caucasian,Female,1,0,0,0,0,0,1,CF
819,African-American,Male,1,0,0,0,0,0,1,AM
820,African-American,Male,1,0,1,0,1,1,0,AM
821,Caucasian,Male,1,0,0,0,0,0,1,CM
822,Minority,Female,1,0,0,0,0,0,1,MF
823,Caucasian,Male,1,0,0,0,0,0,0,CM
824,Caucasian,Male,2,0,0,0,0,1,0,CM
825,African-American,Male,1,0,0,0,0,0,1,AM
826,African-American,Female,0,0,0,0,0,1,0,AF
827,Caucasian,Male,1,0,0,0,0,0,0,CM
828,African-American,Male,1,0,0,0,1,1,1,AM
829,Minority,Male,1,0,0,0,0,1,0,MM
830,Minority,Male,0,0,0,0,0,1,1,MM
831,African-American,Male,1,1,0,0,1,1,0,AM
832,African-American,Male,1,0,1,1,0,1,1,AM
833,African-American,Male,2,1,0,0,2,1,1,AM
834,African-American,Male,0,0,0,1,0,0,1,AM
835,African-American,Male,2,1,0,0,0,0,1,AM
836,Caucasian,Male,1,0,0,0,0,1,1,CM
837,African-American,Male,2,0,0,0,0,0,1,AM
838,African-American,Male,1,0,0,0,0,0,0,AM
839,Caucasian,Male,2,0,0,0,0,0,0,CM
840,African-American,Male,1,0,0,0,0,1,1,AM
841,African-American,Male,1,0,0,0,0,0,0,AM
842,African-American,Female,0,0,0,0,0,0,1,AF
843,African-American,Male,1,0,0,0,0,1,1,AM
844,Minority,Male,1,0,0,0,0,1,0,MM
845,Caucasian,Male,2,0,0,0,0,1,0,CM
846,African-American,Male,0,0,0,1,0,0,1,AM
847,Caucasian,Male,1,0,0,0,0,0,1,CM
848,Caucasian,Female,1,0,0,0,0,0,1,CF
849,African-American,Male,0,0,0,1,0,1,0,AM
850,African-American,Male,0,0,1,1,0,1,1,AM
851,Caucasian,Male,0,0,1,0,0,1,1,CM
852,African-American,Male,1,0,1,0,0,0,1,AM
853,Caucasian,Male,2,0,0,0,0,1,0,CM
854,African-American,Male,0,0,1,0,0,1,1,AM
855,Caucasian,Male,1,0,0,0,0,1,0,CM
856,Caucasian,Male,2,0,0,0,0,1,0,CM
857,Hispanic,Female,1,0,0,0,0,0,0,HF
858,African-American,Male,0,0,1,1,0,0,0,AM
859,Caucasian,Female,0,0,0,0,0,0,0,CF
860,African-American,Male,0,0,0,0,0,1,1,AM
861,African-American,Male,1,0,0,0,0,1,0,AM
862,African-American,Male,1,0,0,0,0,0,0,AM
863,African-American,Male,1,0,0,0,0,1,1,AM
864,Caucasian,Female,0,0,0,0,0,1,0,CF
865,African-American,Male,1,0,0,0,0,1,1,AM
866,African-American,Male,1,0,1,0,2,0,1,AM
867,African-American,Male,0,0,0,0,0,1,0,AM
868,African-American,Male,1,0,0,0,1,1,1,AM
869,Minority,Male,2,0,0,0,0,1,0,MM
870,African-American,Male,2,0,0,0,0,0,1,AM
871,African-American,Female,1,0,0,0,0,1,0,AF
872,Caucasian,Male,1,0,0,0,0,1,0,CM
873,African-American,Female,2,0,0,0,0,1,0,AF
874,African-American,Male,0,1,0,1,0,1,0,AM
875,African-American,Female,1,0,0,0,0,0,0,AF
876,Caucasian,Male,0,0,1,0,0,1,1,CM
877,Caucasian,Male,1,0,0,0,0,1,0,CM
878,African-American,Male,0,0,1,1,0,1,1,AM
879,Minority,Male,1,0,0,0,0,1,1,MM
880,African-American,Male,1,0,0,0,0,1,0,AM
881,Caucasian,Female,1,0,0,0,0,0,0,CF
882,Caucasian,Male,2,0,0,0,0,1,0,CM
883,Minority,Male,1,0,0,1,2,0,1,MM
884,African-American,Male,1,0,0,0,0,1,0,AM
885,Hispanic,Male,0,0,0,0,0,1,1,HM
886,African-American,Male,2,0,0,0,0,1,0,AM
887,Caucasian,Male,0,0,0,0,0,0,1,CM
888,African-American,Male,1,0,0,0,0,1,0,AM
889,Caucasian,Female,1,0,0,0,0,1,1,CF
890,African-American,Female,1,0,0,0,0,1,0,AF
891,Hispanic,Male,1,0,0,0,0,0,0,HM
892,African-American,Male,1,0,0,0,0,1,1,AM
893,Caucasian,Male,1,0,0,0,0,1,1,CM
894,Caucasian,Male,2,0,0,0,0,1,1,CM
895,Hispanic,Male,1,0,0,0,0,0,0,HM
896,Hispanic,Female,2,0,0,0,0,0,0,HF
897,African-American,Male,1,0,0,0,0,0,1,AM
898,African-American,Male,1,0,0,0,0,1,1,AM
899,African-American,Male,1,0,0,0,0,0,1,AM
900,Hispanic,Male,2,0,0,0,0,0,1,HM
901,Caucasian,Female,1,0,0,0,0,0,0,CF
902,African-American,Male,1,0,0,0,0,1,1,AM
903,Caucasian,Male,1,0,0,0,0,0,0,CM
904,Caucasian,Female,1,0,0,1,0,0,0,CF
905,Caucasian,Female,2,0,0,0,0,0,0,CF
906,Caucasian,Male,0,0,0,0,0,1,0,CM
907,Hispanic,Male,1,0,0,0,0,1,0,HM
908,Hispanic,Male,1,0,0,0,0,1,0,HM
909,African-American,Male,1,0,0,1,0,0,1,AM
910,African-American,Male,0,0,0,0,0,1,1,AM
911,African-American,Male,2,0,0,0,0,1,1,AM
912,African-American,Male,1,0,0,0,0,0,0,AM
913,Caucasian,Male,2,0,0,0,0,1,0,CM
914,African-American,Male,1,0,0,0,0,0,1,AM
915,Caucasian,Female,2,0,0,0,0,1,1,CF
916,African-American,Male,2,0,0,0,0,1,1,AM
917,African-American,Male,0,0,0,0,0,1,1,AM
918,African-American,Male,1,0,0,0,1,1,1,AM
919,African-American,Male,2,0,0,0,0,0,0,AM
920,Caucasian,Male,1,0,0,0,0,1,0,CM
921,African-American,Male,2,0,0,0,0,0,0,AM
922,African-American,Male,0,0,0,0,0,1,1,AM
923,African-American,Male,1,0,0,0,0,0,1,AM
924,African-American,Male,1,0,0,0,0,1,0,AM
925,Hispanic,Female,2,0,0,0,0,0,0,HF
926,Hispanic,Male,2,0,0,0,0,0,0,HM
927,Hispanic,Male,2,0,0,0,0,1,0,HM
928,Caucasian,Female,1,0,0,0,0,0,0,CF
929,Hispanic,Female,1,0,0,0,0,0,1,HF
930,Caucasian,Male,2,0,0,0,0,1,1,CM
931,African-American,Male,1,0,0,0,1,1,1,AM
932,African-American,Male,0,0,0,0,0,1,0,AM
933,African-American,Male,1,0,0,0,0,1,1,AM
934,Hispanic,Male,2,0,0,0,0,0,0,HM
935,Caucasian,Male,1,0,0,0,0,1,0,CM
936,African-American,Male,0,0,0,0,0,1,0,AM
937,African-American,Male,1,0,0,0,0,0,1,AM
938,African-American,Male,0,1,1,0,0,1,1,AM
939,Caucasian,Female,1,0,0,0,0,1,0,CF
940,Caucasian,Male,0,0,0,0,0,1,0,CM
941,African-American,Male,1,0,0,0,0,0,1,AM
942,African-American,Male,2,0,0,0,0,1,1,AM
943,African-American,Male,1,0,0,0,0,1,1,AM
944,Caucasian,Male,1,0,0,0,0,1,0,CM
945,Caucasian,Male,1,0,0,0,0,1,0,CM
946,Caucasian,Male,0,0,0,0,0,0,0,CM
947,Caucasian,Female,0,0,1,0,0,0,1,CF
948,African-American,Male,2,0,0,0,0,1,0,AM
949,African-American,Male,1,0,0,0,0,1,1,AM
950,Caucasian,Male,0,0,0,0,0,0,0,CM
951,Hispanic,Female,0,0,0,0,0,0,1,HF
952,African-American,Male,0,0,0,0,0,1,1,AM
953,Hispanic,Male,1,0,0,0,0,0,0,HM
954,African-American,Male,1,0,0,0,0,0,1,AM
955,Hispanic,Female,0,0,0,0,0,1,1,HF
956,African-American,Male,1,0,0,1,0,1,1,AM
957,African-American,Male,2,0,0,0,0,0,1,AM
958,Caucasian,Male,0,0,0,0,0,0,1,CM
959,Caucasian,Male,1,0,0,0,0,1,0,CM
960,African-American,Male,1,0,0,0,0,0,1,AM
961,African-American,Female,0,0,0,0,0,1,0,AF
962,Hispanic,Male,2,0,0,0,0,0,0,HM
963,African-American,Male,2,0,0,0,0,0,1,AM
964,African-American,Male,1,0,0,0,0,1,0,AM
965,African-American,Female,0,0,0,0,0,0,0,AF
966,African-American,Male,1,0,0,0,0,0,0,AM
967,Caucasian,Male,1,0,0,0,0,1,1,CM
968,African-American,Male,0,0,0,0,0,0,1,AM
969,Hispanic,Male,1,0,0,0,0,1,0,HM
970,African-American,Male,1,0,1,0,0,0,1,AM
971,African-American,Male,1,0,0,0,0,0,1,AM
972,African-American,Female,1,0,0,0,0,1,0,AF
973,African-American,Male,0,0,0,0,0,1,1,AM
974,Caucasian,Male,1,1,0,0,0,1,0,CM
975,Caucasian,Male,2,0,0,0,0,1,0,CM
976,African-American,Male,1,0,0,0,0,1,1,AM
977,Caucasian,Male,1,0,0,0,0,0,0,CM
978,African-American,Male,0,0,0,1,0,1,1,AM
979,Caucasian,Female,1,0,0,0,0,1,1,CF
980,African-American,Female,0,0,0,0,0,0,0,AF
981,Hispanic,Male,2,0,0,0,0,1,0,HM
982,African-American,Male,1,0,0,0,0,0,0,AM
983,African-American,Male,2,0,0,0,0,0,0,AM
984,African-American,Male,1,0,0,0,0,1,1,AM
985,African-American,Male,2,0,0,0,1,0,0,AM
986,Hispanic,Male,2,0,0,0,1,1,1,HM
987,African-American,Male,1,0,0,0,0,1,1,AM
988,Hispanic,Male,0,0,0,0,0,1,1,HM
989,Caucasian,Male,0,0,0,0,0,1,0,CM
990,African-American,Male,0,0,0,0,0,0,0,AM
991,Minority,Female,1,0,0,0,0,0,0,MF
992,African-American,Male,1,0,0,0,0,1,0,AM
993,African-American,Female,1,0,1,0,0,0,1,AF
994,Hispanic,Male,2,0,0,0,0,0,0,HM
995,Hispanic,Male,0,0,0,1,0,1,1,HM
996,Hispanic,Male,2,0,0,0,0,0,0,HM
997,African-American,Male,1,0,0,0,0,1,0,AM
998,African-American,Male,1,0,0,0,0,1,0,AM
999,Hispanic,Male,0,0,0,0,0,0,1,HM
1000,African-American,Male,1,0,0,0,0,1,0,AM
1001,Caucasian,Male,1,0,0,0,0,1,0,CM
1002,African-American,Male,1,0,0,0,0,1,0,AM
1003,African-American,Male,1,0,0,0,0,1,0,AM
1004,African-American,Male,1,0,1,0,1,0,1,AM
1005,African-American,Male,1,0,0,0,1,0,1,AM
1006,African-American,Male,1,0,0,0,0,1,0,AM
1007,African-American,Male,1,0,0,0,0,1,1,AM
1008,African-American,Male,0,1,0,1,0,1,1,AM
1009,Caucasian,Male,2,0,0,0,0,1,0,CM
1010,Hispanic,Male,2,0,0,0,0,0,0,HM
1011,Hispanic,Male,2,0,0,0,0,1,1,HM
1012,Hispanic,Male,1,0,0,0,0,1,0,HM
1013,African-American,Male,1,1,1,0,0,1,1,AM
1014,African-American,Female,2,0,0,0,0,1,0,AF
1015,African-American,Female,1,0,0,1,0,0,0,AF
1016,Caucasian,Male,0,1,1,0,0,0,0,CM
1017,Hispanic,Male,2,0,0,0,0,1,1,HM
1018,Hispanic,Male,1,0,0,0,0,1,0,HM
1019,African-American,Female,2,0,0,0,0,1,0,AF
1020,African-American,Male,1,0,0,0,1,1,1,AM
1021,African-American,Male,2,0,0,0,0,1,0,AM
1022,Minority,Male,1,0,0,0,0,1,1,MM
1023,African-American,Female,1,0,0,0,0,0,1,AF
1024,Caucasian,Male,2,0,0,0,0,1,0,CM
1025,African-American,Male,1,0,0,0,0,1,0,AM
1026,African-American,Male,0,0,0,0,0,0,0,AM
1027,African-American,Male,1,0,0,0,0,0,1,AM
1028,African-American,Male,1,1,0,1,1,0,1,AM
1029,African-American,Male,2,0,0,0,0,0,0,AM
1030,Caucasian,Male,1,0,0,0,0,1,0,CM
1031,Caucasian,Male,2,0,0,0,0,0,0,CM
1032,Minority,Male,1,0,0,0,0,1,0,MM
1033,Caucasian,Male,2,0,0,0,0,1,0,CM
